"filename", "language", "Markdown", "C#", "XML", "MS SQL", "ASP.NET Razor", "PostCSS", "JavaScript", "comment", "blank", "total"
"c:\Users\kursa\source\repos\MİniERP2_form_siifirdan\MiniERP.WinForms\DTOs\PurchaseInvoiceDto.cs", "C#", 0, 84, 0, 0, 0, 0, 0, 2, 9, 95
"c:\Users\kursa\source\repos\MİniERP2_form_siifirdan\MiniERP.WinForms\DTOs\SalesInvoiceDto.cs", "C#", 0, 86, 0, 0, 0, 0, 0, 0, 10, 96
"c:\Users\kursa\source\repos\MİniERP2_form_siifirdan\MiniERP.WinForms\DTOs\StockDto.cs", "C#", 0, 130, 0, 0, 0, 0, 0, 0, 13, 143
"c:\Users\kursa\source\repos\MİniERP2_form_siifirdan\MiniERP.WinForms\DTOs\StockInfoDto.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\kursa\source\repos\MİniERP2_form_siifirdan\MiniERP.WinForms\DTOs\UpdateStockDto.cs", "C#", 0, 13, 0, 0, 0, 0, 0, 0, 1, 14
"c:\Users\kursa\source\repos\MİniERP2_form_siifirdan\MiniERP.WinForms\DTOs\UserDto.cs", "C#", 0, 64, 0, 0, 0, 0, 0, 1, 10, 75
"c:\Users\kursa\source\repos\MİniERP2_form_siifirdan\MiniERP.WinForms\DTOs\WarehouseDto.cs", "C#", 0, 27, 0, 0, 0, 0, 0, 0, 5, 32
"c:\Users\kursa\source\repos\MİniERP2_form_siifirdan\MiniERP.WinForms\Forms\AlisFaturaDetayForm.Designer.cs", "C#", 0, 621, 0, 0, 0, 0, 0, 146, 9, 776
"c:\Users\kursa\source\repos\MİniERP2_form_siifirdan\MiniERP.WinForms\Forms\AlisFaturaDetayForm.cs", "C#", 0, 308, 0, 0, 0, 0, 0, 35, 52, 395
"c:\Users\kursa\source\repos\MİniERP2_form_siifirdan\MiniERP.WinForms\Forms\AlisFaturaDuzenleForm.Designer.cs", "C#", 0, 452, 0, 0, 0, 0, 0, 116, 9, 577
